rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
24,spotify:track:1lrHmP6m1Qcmhwlg2yrjdU,Joeboy,Body & Soul,emPawa Africa Limited,11,24,14,203478,2023-04-27
25,spotify:track:5F4OfeowSReF93KcH2eUcG,Young Jonn,Xtra Cool,Chocolate City Music,1,23,31,201561,2023-04-27
26,spotify:track:3d04OfVqip9ZQdvboUsPg3,Joeboy,Duffel Bag,emPawa Africa Limited,26,36,3,195688,2023-04-27
27,spotify:track:76mICRITD4cOg5KnqH9f3s,Ayra Starr,Sability,Mavin Records,1,25,11,181255,2023-04-27
28,spotify:track:5wgbfoSDM7EuYVvbd3QWlG,Johnny Drille,Believe Me,Mavin Records,28,41,3,172611,2023-04-27
29,spotify:track:7qxtOyjZ2zSaxBPH8fLyNi,"Khaid, Boy Spyce",Carry Me Go,NEVILLE RECORDS,8,33,7,172142,2023-04-27
30,spotify:track:32R7SBDSQmhDM4qUgzTc6z,"ODUMODUBLVCK, Zlatan, ECko Miles",PICANTO,Varick St,9,31,23,169252,2023-04-27
31,spotify:track:5ycsqezujKrwviU3VFhci1,Asake,Terminator,YBNL Nation / EMPIRE,1,34,36,167443,2023-04-27
32,spotify:track:4Mlgf7GD6bbx09N4uxqU3S,"Wande Coal, Olamide",Kpe Paso,Starstruck Management / EMPIRE,8,38,13,166354,2023-04-27
33,spotify:track:1RnRPPu3XPtftOhs1qF1hY,Shallipopi,Elon musk,Shallipopi music,33,43,3,166027,2023-04-27
34,spotify:track:7wMYtt3SEquaep8sWCdQqp,Khaid,Jolie,NEVILLE RECORDS,7,29,14,165444,2023-04-27
35,spotify:track:4iL7caaYvGopP9d6hdlMAi,Zinoleesky,Personal,Marlian Music,2,37,19,163284,2023-04-27
36,spotify:track:5UwxpuGHkwiojKDaPC5ZNu,Asake,Joha,YBNL Nation / EMPIRE,1,35,34,156492,2023-04-27
37,spotify:track:40i8KLfHU6DAT0EmZPbnqb,"Davido, Dexta Daps",BOP (feat. Dexta Daps),Columbia,13,26,5,155593,2023-04-27
38,spotify:track:4XYpWMW1ec7GJW2Eq8UA9k,ODUMODUBLVCK,Dog Eat Dog,ANTIWORLD GLOBAL MUSIC,22,48,16,155171,2023-04-27
39,spotify:track:1PCUDCPFzwPbYbQqivdMxK,Davido,PRECISION,Columbia,14,27,4,154662,2023-04-27
40,spotify:track:1f5WN3V8AVYyUahqjWogGj,"Davido, Logos olori",PICASSO (feat. Logos Olori),Columbia,12,28,4,154520,2023-04-27
41,spotify:track:0i3xWOhlLCCk5L2KpSX3DG,Davido,LCND,Columbia,16,30,4,148258,2023-04-27
42,spotify:track:0AoBY2Y3qs6dtGgOD6c91N,Burna Boy,Alone,Roc Nation/Def Jam/Hollywood,9,40,25,147415,2023-04-27
43,spotify:track:3kvfr5h3oQuJHbkEfg2R3U,"Davido, Skepta",U (JUJU) (feat. Skepta),Columbia,15,32,4,140862,2023-04-27
44,spotify:track:6FPXNqKGnd7l61nYZz8EFu,Rema,Reason You,Mavin Global Holdings Ltd / Jonzing World Entertainment,4,39,10,140724,2023-04-27
45,spotify:track:14nSbMQqRo1BxshIjprVDO,"Zinoleesky, Omah Lay",Last Time,Marlian Music,23,52,18,138668,2023-04-27
46,spotify:track:3aGroTtXwkWJ7wOwKEI8Px,"Spyro, Tiwa Savage",Who Is Your Guy? - Remix,North West Sound Recordings,8,45,8,137728,2023-04-27
47,spotify:track:1xs8bOvm3IzEYmcLJVOc34,Ayra Starr,Rush,Mavin Records,1,44,32,136742,2023-04-27
48,spotify:track:2eknBYpfzA4Mp5zWHMGac5,Young Jonn,If You Leave,Chocolate City Music,17,47,27,135037,2023-04-27
49,spotify:track:2qWwuCVeMjF9mUT0S5Iqvl,"Fireboy DML, Asake",Bandana,YBNL Nation / EMPIRE,1,49,42,132520,2023-04-27
50,spotify:track:5YbPxJwPfrj7uswNwoF1pJ,Burna Boy,Last Last,Spaceship Entertainment Ltd.,1,51,50,131027,2023-04-27
51,spotify:track:2woGTVY8Vx46aYuXfMmwwE,BNXN fka Buju,Traboski,T.Y.E. / EMPIRE,2,42,22,128102,2023-04-27
52,spotify:track:0P2ytSdEAFp0FICrJwnu4Y,Lojay,MOTO,KORATORI RECORDINGS,25,54,12,122501,2023-04-27
53,spotify:track:4AxG1T6UJJ4xCX4Wz6JDLG,"Libianca, Ayra Starr, Omah Lay",People (feat. Ayra Starr & Omah Lay),5K Records Limited,6,56,8,119953,2023-04-27
54,spotify:track:6McBvfxgkVfREmQPwTKBUn,"Pheelz, Davido",Electricity,Rii Collective,3,61,36,114364,2023-04-27
55,spotify:track:47rtDAZmqRUjba0V1en3XY,Kizz Daniel,RTID (Rich Till I Die),FlyBoy INC / EMPIRE,8,64,16,113426,2023-04-27
56,spotify:track:7qcOfwTMGLkzOmC1sIFwfr,"Zlatan, Seyi Vibez",Let There Be Light,Zanku Records,6,60,13,112165,2023-04-27
57,spotify:track:79xHOEYZKZEj6fPkmhQboa,Asake,Yoga,YBNL Nation / EMPIRE - Asake,1,58,13,110817,2023-04-27
58,spotify:track:2mqNeI4vUehnhVwSkCrQnR,"Davido, Focalistic",Champion Sound,Columbia,19,46,52,110403,2023-04-27
59,spotify:track:5FCS33n2pWeNBFjQpwKaiH,Boy Spyce,Folake,Mavin Records,10,53,13,106003,2023-04-27
60,spotify:track:1kyYCsP2NRZEKkBg9wcF2c,Spyro,Who Is Your Guy?,North West Sound Recordings,5,50,14,104613,2023-04-27
61,spotify:track:2qp7rTcFVz67fz88JSnbkU,"Uncle Waffles, Tony Duardo, Justin99, Pcee, EeQue, Chley","Yahyuppiyah (feat. Pcee, EeQue & Chley)",KO-SIGN PTY LTD.,61,82,4,100921,2023-04-27
62,spotify:track:4SLYrL4shv5XZMMbcoM7s2,"Rexxie, Naira Marley, Skiibii",Abracadabra,HitxlabNG / Dvpper Music,4,63,26,100803,2023-04-27
63,spotify:track:3IQT2MM49GkXfHF9eemaw5,"Victony, Tempoe",Soweto,Encore Recordings,5,55,38,100749,2023-04-27
64,spotify:track:6ewsOjbC1jWAZcjAhVxDs0,Asake,Peace Be Unto You (PBUY),YBNL Nation / EMPIRE,1,67,46,100281,2023-04-27
65,spotify:track:1DA2ADZs6O28y2rmdmpekw,"Wizkid, Ayra Starr",2 Sugar (feat. Ayra Starr),Starboy/RCA Records,1,66,24,99713,2023-04-27
66,spotify:track:5hVjoL3sHepZROri63wBxP,Burna Boy,It's Plenty,Spaceship Entertainment Ltd.,2,70,42,99142,2023-04-27
67,spotify:track:3DfHEgzFDF893oP7lZTGbb,Ruger,Red Flags,Columbia,21,65,24,95769,2023-04-27
68,spotify:track:6oOCGD2Sp9UTcDsuDz8Hdu,Omah Lay,understand,KeyQaad,20,75,63,95040,2023-04-27
69,spotify:track:0hW02S9ACVYANz1ica10jH,"Magixx, Ayra Starr",Love Don't Cost A Dime (Re-Up),Mavin Records,21,74,63,94928,2023-04-27
70,spotify:track:56iVI65i40FrCO5p382IrK,Seyi Vibez,Chance (Na Ham),Vibez Inc / Dvpper Music,13,72,26,94440,2023-04-27
71,spotify:track:65v99AWZyNz3aRmfrT2I7N,Omah Lay,i’m a mess,KeyQaad,10,62,41,93188,2023-04-27
72,spotify:track:59VpttBOjuFDpOOdqeTDiI,"Young Jonn, Olamide",Currency,Chocolate City Music,9,73,12,92425,2023-04-27
73,spotify:track:2XNaMlHROxvkKGohcQHQZV,T.I BLAZE,Wire,Dvpper Music,73,-1,1,92401,2023-04-27
74,spotify:track:1j9I9JrUTXNblSWazCq9CU,Bella Shmurda,Ara (Gen Gen Tin),Dangbana Republik,9,68,7,91581,2023-04-27
75,spotify:track:3UnV8C3DyIns9oEQRt0UnZ,Shallipopi,Sharpiru,Shallipopi music,75,-1,1,91412,2023-04-27
76,spotify:track:2HYcI74UpbMMxLZ1m7Xnfn,Wizkid,Bad To Me,Starboy/RCA Records,3,69,33,91236,2023-04-27
77,spotify:track:5o3dCqgRTiSt6MC3Gi0jzj,"Bad Boy Timz, Zlatan",I Salute (feat. Zlatan),Shock Absorbers Music / EMPIRE,77,-1,1,90745,2023-04-27
78,spotify:track:4MzOppXoeKvDsVaNMeOK3C,Ruger,Girlfriend,Columbia,5,78,45,87913,2023-04-27
79,spotify:track:0Zf0e7O4nLaIq15SnhDI10,Prettyboy D-O,Korokoro,Integral Studio,4,4,2,87531,2023-04-27
80,spotify:track:1QVJ9U10mJncHAyHVXkFNZ,"Darkoo, Ayra Starr",Disturbing U,GB106,64,71,3,86784,2023-04-27
81,spotify:track:1YUrCnmAEQbdmTeucn3WCl,"Bella Shmurda, Omah Lay",Philo,Dangbana Republik,10,77,32,85907,2023-04-27
82,spotify:track:2wgvxtggKVzPkl0smF2UzI,Asake,Organise,YBNL Nation / EMPIRE,1,80,34,85232,2023-04-27
83,spotify:track:6sTPT0d9cJtFI3F3b2IA1q,Ajebo Hustlers,You Go Know,Avante Entertainment,32,57,5,84538,2023-04-27
84,spotify:track:3dQBUVzA9qw3iUOfzRla8T,"Mavins, Rema, Boy Spyce, Crayon, Bayanni, Magixx, LADIPOE, Ayra Starr, Johnny Drille",Won Da Mo,Mavin Records,1,76,25,84298,2023-04-27
85,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,86,42,83637,2023-04-27
86,spotify:track:4QrZSUg5xCZpFKDIhJMU2Q,"Crayon, Yaba Buluku Boyz",The One (Chop Life),Mavin Records/Blowtime Entertainment,32,83,6,83138,2023-04-27
87,spotify:track:0lTUcfkmtQPp6mhjC6EBPq,Magixx,Colors (My Baby),Mavin Records,59,59,5,80360,2023-04-27
88,spotify:track:3J5IO8OLj05dRaZjHBHS8D,"Tiwa Savage, Asake",Loaded,222 Ent. / Everything Savage,4,85,25,80140,2023-04-27
89,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,People,5K Records Limited,6,90,19,79759,2023-04-27
90,spotify:track:3kqE7QmylUIJV3QXC6arrR,Victony,Kolomental,Encore Recordings,3,94,53,78524,2023-04-27
91,spotify:track:2WigMwGJysIh9fRnSJvpjn,Oxlade,KU LO SA - A COLORS SHOW,Epic,5,84,46,77312,2023-04-27
92,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,5,88,52,76534,2023-04-27
93,spotify:track:0CUJV0Hh512Ns7U2yGflqt,Asake,Ototo,YBNL Nation / EMPIRE,7,93,34,72844,2023-04-27
94,spotify:track:45Vvoe20MW6GD7FwoacZc8,"DJ Big N, Ayra Starr, Oxlade",How Many Times,Mavin Records,81,81,2,72445,2023-04-27
95,spotify:track:7v6HbQggLsB2UUCqABkJoX,"Minz, BNXN fka Buju, Blaqbonez",WO WO (Remix),NSE Under Exclusive License to emPawa Africa Limited,21,87,14,72295,2023-04-27
96,spotify:track:6qk3jI8bKCgURI3h0d8zBZ,Wande Coal,Again,"Starstruck Management, Inc. / EMPIRE",43,107,56,71103,2023-04-27
97,spotify:track:4A7sSA10D35HQUNrSOl5Zo,"JAE5, Dave, BNXN fka Buju",Propeller (feat. Dave & BNXN),Black Butter,2,96,40,70664,2023-04-27
98,spotify:track:3ES1fBQACydIODlZmQS359,"Mavins, Crayon, Ayra Starr, LADIPOE, Magixx, Boy Spyce",Overloading (OVERDOSE),Mavin Records,2,92,50,69863,2023-04-27
99,spotify:track:6othjWxN6khdhiLu9GdOtj,Zinoleesky,Loving You,Marlian Music,4,110,50,68464,2023-04-27
100,spotify:track:0VjzaXw81JQJM61pzWwP8b,Asake,Nzaza,YBNL Nation / EMPIRE,6,98,34,68440,2023-04-27
101,spotify:track:7iTTWHbr4tAlsRJN4m4bay,Lil Yachty,Strike (Holster),Quality Control Music/Motown Records,95,119,3,67258,2023-04-27
102,spotify:track:7d1aTQlsHMgWmkPywDi7h1,"Asake, Olamide",Omo Ope (feat. Olamide),Asake Music,2,104,63,66798,2023-04-27
103,spotify:track:2HdkhaLnAPEzRjRZsMlQWT,"Rexxie, Naira Marley, Skiibii, Wizkid",Abracadabra - Remix,HitxlabNG / Dvpper Music,29,95,11,66771,2023-04-27
104,spotify:track:4ztdjZ2t7BVo5DLIFQBdJh,Iniko,Jericho,Columbia,104,144,2,66633,2023-04-27
105,spotify:track:16UFXi7IGVGG1mUSBMHfh2,"Maverick City Music, Cody Carnes, Chandler Moore",Firm Foundation (He Won't),Tribl Records,89,89,4,65609,2023-04-27
106,spotify:track:46gfN72BxmLvACx6Pve4XU,Asake,Dull,YBNL Nation / EMPIRE,4,103,34,64850,2023-04-27
107,spotify:track:2jZ2MrAk8iNZk1dsI0Vr5z,"Timaya, BNXN fka Buju",Cold Outside,DM Records Limited,5,108,63,64754,2023-04-27
108,spotify:track:3yu5otkADG1ldufrPxABoo,Yarden,Wetin,ETINS RECORD LTD,68,106,19,64394,2023-04-27
109,spotify:track:5p8e2CxX9frZepKoc8E9Z4,T.I BLAZE,Try,Dvpper Music,33,115,62,63887,2023-04-27
110,spotify:track:213Ymlnss7DUsqG7Ut1HW0,Wizkid,Money & Love,Starboy/RCA Records,1,102,26,63783,2023-04-27
111,spotify:track:1LRGZESVn8eF7WVY5DzLNy,"Bayanni, Jason Derulo",Ta Ta Ta (with Jason Derulo),Mavin Records,91,91,2,63014,2023-04-27
112,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,117,17,62366,2023-04-27
113,spotify:track:7aRCf5cLOFN1U7kvtChY1G,Drake,Search & Rescue,OVO/Republic Records,59,97,3,61395,2023-04-27
114,spotify:track:3kKZsfJfTLHQOraQWL1KYE,"Zlatan, Young Jonn",Astalavista,Zanku Records,32,109,22,61102,2023-04-27
115,spotify:track:2IBrgYf3Hjw16c6oNwkZ9M,"Young Jonn, Davido",Dada (feat. Davido) [Remix],Chocolate City Music,5,114,52,59173,2023-04-27
116,spotify:track:6NKuW3yaNXtloGw1RB8WUi,Mayorkun,Certified Loner (No Competition),SM Entertainment West Africa Limited,6,116,45,58743,2023-04-27
117,spotify:track:3rmqNsOiGqqvFNTmGlzl4R,Bayanni,Ta Ta Ta,Mavin Records,6,101,21,58515,2023-04-27
118,spotify:track:0u2A4QNAMUyfQbgfVR3HvK,"Kizz Daniel, EMPIRE",Cough (Odo),EMPIRE,1,105,28,58468,2023-04-27
119,spotify:track:3nTzEDC9sTD0YsC9C7osnN,"Poco Lee, Hotkid",Otilo (Izz Gone),Poco Lee distributed by Inglemind Digital,27,99,30,58348,2023-04-27
120,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,"Ice Spice, Nicki Minaj",Princess Diana (with Nicki Minaj),10K Projects/Capitol Records,79,79,2,58305,2023-04-27
121,spotify:track:2IyD3ugrNb0LIV4x2RyHIP,Kodak Black,No Love For A Thug,Atlantic Records,100,100,2,56566,2023-04-27
122,spotify:track:5q56SF85lKZBWF597tOcX2,Zinoleesky,Call of Duty,Marlian Music,4,141,35,55593,2023-04-27
123,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,34,120,21,55467,2023-04-27
124,spotify:track:7EeZuxPhKcHu6awLk7s5c0,Ebuka Songs,I Will Pray,EBUKA SONGS,124,135,8,55337,2023-04-27
125,spotify:track:5X55V3mn3RTvHAheUtL6LR,"DJ Neptune, Ruger",Bienvenue,Neptune Records Under Exclusive License to emPawa Africa Limited,28,113,13,54481,2023-04-27
126,spotify:track:2nfq8lunsGzwURhFN8OpX7,Dj khalipha,Mara pass Mara Beat,Dj Khalipha / Dvpper Music,111,111,3,54206,2023-04-27
127,spotify:track:0s5nhb6ts6uCKAVnGg46y6,"Burna Boy, Victony",Different Size (feat. Victony),Spaceship Entertainment Ltd.,3,130,42,53384,2023-04-27
128,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,115,121,16,53199,2023-04-27
129,spotify:track:1DrfpnLvbwndPScRLwbUE0,Kizz Daniel,Pour Me Water,FlyBoy INC / EMPIRE,42,162,63,52540,2023-04-27
130,spotify:track:30vg5dgv2jtW6LCjgLnRSd,"Vector, GoodGirl LA",Early Momo,GRAP Entertainment Limited,90,133,32,52381,2023-04-27
131,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",75,124,41,51745,2023-04-27
132,spotify:track:1xQQJELCro7Fys7pUnHVYv,Wizkid,Frames (Who's Gonna Know),Starboy/RCA Records,10,112,24,51375,2023-04-27
133,spotify:track:69wfr7vTgYSqSC3zO63uZ2,"Blaqbonez, JAE5",BACK IN UNI,Chocolate City Music,9,129,29,51192,2023-04-27
134,spotify:track:0sHyVWNc3nfxAYOTOwOlPx,Wizkid,Balance,Starboy/RCA Records,4,125,24,50961,2023-04-27
135,spotify:track:3z4CGd63tpUn9a6oQSG0CI,"Dave, Burna Boy",Location (feat. Burna Boy),Neighbourhood,48,126,63,50716,2023-04-27
136,spotify:track:11Q7avc3GINHS2pSxso0vF,"Bad Boy Timz, EMPIRE",Faya,EMPIRE,92,123,18,50139,2023-04-27
137,spotify:track:0Z5HVNSXGXHf7MDb0zJHVW,"Wizkid, Skepta, Naira Marley",Wow (feat. Skepta & Naira Marley),Starboy/RCA Records,3,131,24,50133,2023-04-27
138,spotify:track:77eZIuMTB9HrQ86L4ljqEX,Fave,Baby Riddim,TUMBLAR under exclusive license to emPawa Africa Limited,16,155,63,49799,2023-04-27
139,spotify:track:78OD9RZjAyQcfsAigmRuGs,Zinoleesky,Kilofeshe,Marlian Music,119,-1,25,49718,2023-04-27
140,spotify:track:1uCTd2qAgYwNs3MmLnv7mP,Ajebo Hustlers,Dreams,The Plug Entertainment,140,-1,4,49167,2023-04-27
141,spotify:track:0rkpKiWmsAs2VApWKJQRuY,Black Sherif,Soja,Blacko Management / EMPIRE,23,156,32,48700,2023-04-27
142,spotify:track:2Gphd3ei7Q9mE1C7N4NkXb,"Stormzy, Rema",Hide & Seek - Rema Remix,0207 Def Jam,44,138,9,48461,2023-04-27
143,spotify:track:7tZMF9Hn5uGsfC7zGXbSKM,Crayon,Ijo (Laba Laba),Mavin Records/Blowtime Ent,15,142,43,48405,2023-04-27
144,spotify:track:0ESoMa1oGHddkMeNodec7u,Mohbad,Peace,Marlian Music,59,145,32,48288,2023-04-27
145,spotify:track:4Gasn91fsCefnN8zM5GjA8,"Pheelz, BNXN fka Buju",Finesse,Rii Collective,1,127,61,48087,2023-04-27
146,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,26,139,44,48013,2023-04-27
147,spotify:track:1XqSILGQNyilzYxXSmtcxR,Zlatan,Omo Ologo,Zanku Records,60,143,7,48001,2023-04-27
148,spotify:track:5GdoVWihyGawpkgd8Y9ydx,Runtown,Things I Know,Soundgod Music,33,128,26,47682,2023-04-27
149,spotify:track:4cukkgbgG9P9PKouQ462aV,Omah Lay,bend you,KeyQaad,23,134,41,47408,2023-04-27
150,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",Rich Flex,OVO / Republic Records,11,140,25,46972,2023-04-27
151,spotify:track:0Uc55PpDGme0CGXr7i1vzD,Seyi Vibez,Bank Of America,Vibez Inc / Dvpper Music,80,154,25,46805,2023-04-27
152,spotify:track:6hyTI3In7vu6fqFRoypcuz,Burna Boy,Common Person,Spaceship Entertainment Ltd.,7,148,42,46324,2023-04-27
153,spotify:track:79zFqU5mmz9wnuKfjaiPJp,"Nathaniel Bassey, MERCY CHINWO BLESSED",Tobechukwu - Live,NATHANIEL BASSEY MUSIC PRODUCTIONS,91,136,10,46036,2023-04-27
154,spotify:track:2XuLnQELesgnkCGZbSJHO0,"Lil Kesh, Zinoleesky",Don't Call Me (feat. Zinoleesky),Ziiki Media,6,-1,60,45926,2023-04-27
155,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,138,147,40,45621,2023-04-27
156,spotify:track:6FLxB7ot3KZwjr0Zew8L7p,Wande Coal,Let Them Know,Starstruck Management / EMPIRE,156,-1,1,45529,2023-04-27
157,spotify:track:4G11wDzAKuCFqApL4g3ixC,"Adekunle Gold, Davido",High,Afro Urban Records,10,166,63,45351,2023-04-27
158,spotify:track:3F6xtKBO2YixpP8lFJTiGo,Black Sherif,Konongo Zongo,Blacko Management / EMPIRE,65,160,23,44888,2023-04-27
159,spotify:track:6g8Ztyoym7VNLEzl8alsJK,Bad Boy Timz,Move,Shock Absorbers Music / EMPIRE,34,171,36,44816,2023-04-27
160,spotify:track:3baPniPXS0iEII8rDUJdYP,"Lojay, Sarz, Chris Brown",Monalisa,Metallic Music/1789,12,174,49,44117,2023-04-27
161,spotify:track:0Lc8dFTLevgeHnXccrjTRm,Tobi Adu,Claro,Geez Entertainment,161,-1,1,44057,2023-04-27
162,spotify:track:4sBdVhBFhVKrTssvMdDzUw,ODUMODUBLVCK,Gutter Man,Topboy Music,87,168,5,43922,2023-04-27
163,spotify:track:0QsgVfmHRoEGmRHP7nnwEF,Seyi Vibez,Kun Faya Kun (Be and it is),Vibez Inc / Dvpper Music,34,159,20,43506,2023-04-27
164,spotify:track:6459gZKddpOoPIH8PAcCwS,Fireboy DML,All Of Us (Ashawo),YBNL Nation / EMPIRE,2,189,37,43384,2023-04-27
165,spotify:track:7oDSvHJUY3NPdH9YKiCQwe,Seyi Vibez,Para Boi,Vibez Inc / Dvpper Music,18,161,16,43379,2023-04-27
166,spotify:track:2XWEtuwV02B9L4UNQ2wf9W,Bella Shmurda,Contraband,Dangbana Republik,57,152,21,43135,2023-04-27
167,spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi,"The Weeknd, Future",Double Fantasy (with Future),Republic Records,167,-1,1,43043,2023-04-27
168,spotify:track:3jpNez5xEOn21zVcZwOXIy,Wizard Chan,Earth Song,Azuri,40,132,14,42964,2023-04-27
169,spotify:track:1QrbmrAxaoKlngNZ9XbeWw,Young Jonn,Normally,Chocolate City Music,42,165,43,42940,2023-04-27
170,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,45,146,20,42906,2023-04-27
171,spotify:track:6hVwoGjU2l2tHk9Cm1kEiZ,Lojay,AVAILABU,KORATORI RECORDINGS,44,137,8,42807,2023-04-27
172,spotify:track:2AKS1HhpLu2rgkojECUm3V,Fireboy DML,Playboy,YBNL Nation / EMPIRE,4,157,58,42705,2023-04-27
173,spotify:track:3P3oX5eFT8VFp3EzZ8oo41,"Rexxie, Zinoleesky",NO MORE CONDITION,HitxlabNG / Dvpper Music,84,-1,19,42396,2023-04-27
174,spotify:track:1ro1Q4P0Btr6YADFPEldtk,Brown Joel,Peace - Sped Up,Musiq Bank,82,122,5,41544,2023-04-27
175,spotify:track:3q29n7RqZ4lRzfnKzIqDZy,"Song bird, Gyakie, JBEE",SCAR,FLIP THE MUSIC,175,-1,1,41358,2023-04-27
176,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,26,181,35,41325,2023-04-27
177,spotify:track:1QxTmNDHFmgaxgAolqqgAD,JayO,22,The Flight Club Records,69,149,9,41321,2023-04-27
178,spotify:track:2BqNwjG73bE2lvXeU7aKV6,"SPINALL, Asake",Palazzo,TheCAPMusic,1,158,41,41197,2023-04-27
179,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,73,151,11,41157,2023-04-27
180,spotify:track:06UUKFWdB0NJIY0RfVfCYQ,Stormzy,Hide & Seek,0207 Def Jam,44,167,28,40817,2023-04-27
181,spotify:track:3TtLqP9g4oJc3OhaRIsxcp,"ODUMODUBLVCK, Mizzle",Domitila,ODUMODUBLVCK,108,177,5,40795,2023-04-27
