rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
49,spotify:track:0CYTGMBYkwUxrj1MWDLrC5,Feid,CHORRITO PA LAS ANIMAS,UMLE - Latino,49,53,10,13622541,2023-03-02
50,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,8,42,19,13482874,2023-03-02
51,spotify:track:1DxEbt6OSbrkRthk6pjZue,"LiL CaKe, Migrantes, Nico Valdi",MERCHO,Sony Music Argentina,51,51,5,13306154,2023-03-02
52,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,55,170,13277554,2023-03-02
53,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],Republic Records,15,43,13,13255368,2023-03-02
54,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,19,47,131,13232526,2023-03-02
55,spotify:track:4WiQA1AGWHFvaxBU6bHghs,Quevedo,PUNTO G,Quevedo,32,45,17,13201366,2023-03-02
56,spotify:track:2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,Harbour Artists & Music,56,87,2,13117723,2023-03-02
57,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,17,44,26,13081227,2023-03-02
58,spotify:track:0FA4wrjDJvJTTU8AepZTup,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,58,60,2,13072781,2023-03-02
59,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,49,86,12932530,2023-03-02
60,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,KAROL G,PROVENZA,UMLE - Latino,6,114,45,12737769,2023-03-02
61,spotify:track:2AaaE0qvFWtyT8srKNfRhH,Raim Laode,Komang,Raim Laode,61,162,2,12709530,2023-03-02
62,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,People,5K Records Limited,52,52,7,12682124,2023-03-02
63,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Parkwood Entertainment/Columbia,13,50,28,12369308,2023-03-02
64,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,4,54,43,12319313,2023-03-02
65,spotify:track:6BePGk3eCan4FqaW2X8Qy3,"Tiësto, Tate McRae",10:35,Atlantic Records,55,56,11,12216496,2023-03-02
66,spotify:track:54ELExv56KCAB4UP9cOCzC,"Ñengo Flow, Bad Bunny",Gato de Noche,Rimas Entertainment LLC,25,63,10,12209959,2023-03-02
67,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,10,57,34,12146050,2023-03-02
68,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Rimas Entertainment LLC,3,61,43,11967235,2023-03-02
69,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,1,64,114,11830321,2023-03-02
70,spotify:track:6otePxalBK8AVa20xhZYVQ,KAROL G,MIENTRAS ME CURO DEL CORA,UMLE - Latino,70,-1,1,11739954,2023-03-02
71,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,6,67,43,11636276,2023-03-02
72,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Fin de Semana,Rancho Humilde,51,68,7,11632995,2023-03-02
73,spotify:track:73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree, Robin Schulz",Miss You,Atlantic Records,11,58,21,11538201,2023-03-02
74,spotify:track:3kf0WdFOalKWBkCCLJo4mA,Chino Pacas,El Gordo Trae El Mando,STREET MOB,74,75,3,11233676,2023-03-02
75,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,Def Jam Recordings,59,59,3,11004134,2023-03-02
76,spotify:track:76OGwb5RA9h4FxQPT33ekc,Rosa Linn,SNAP,Columbia,16,65,34,10994798,2023-03-02
77,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,Universal Republic Records,17,83,39,10954096,2023-03-02
78,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,4,120,216,10693394,2023-03-02
79,spotify:track:37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Reminder,Universal Republic Records,79,164,12,10674782,2023-03-02
80,spotify:track:04ndZkbKGthTgYSv3xS7en,TINI,Cupido,5020 Records,80,122,2,10622722,2023-03-02
81,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,20,69,43,10529886,2023-03-02
82,spotify:track:2K9kZpwD2CzTa6iiSYYOoO,Marília Mendonça,Leão,Som Livre,48,62,9,10446133,2023-03-02
83,spotify:track:3zkyus0njMCL6phZmNNEeN,Central Cee,LET GO,Central Cee,19,66,11,10367223,2023-03-02
84,spotify:track:1dw7qShk971xMD6r6mA4VN,"KAROL G, Quevedo",PERO TÚ,UMLE - Latino,84,-1,1,10326847,2023-03-02
85,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,34,80,81,10294563,2023-03-02
86,spotify:track:50x1Ic8CaXkYNvjmxe3WXy,New West,Those Eyes,Republic Records,86,100,9,10285292,2023-03-02
87,spotify:track:1jHgfC8T5KxUyC5Ldw6lk9,Leo Santana,Zona De Perigo,Universal Music Ltda.,26,27,4,10198950,2023-03-02
88,spotify:track:3gOI5aQD4mOMLsP3aWrkon,KAROL G,TUS GAFITAS,UMLE - Latino,88,-1,1,10188274,2023-03-02
89,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,90,311,10177214,2023-03-02
90,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,101,117,10172648,2023-03-02
91,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,5,158,94,10172117,2023-03-02
92,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,Columbia,5,70,31,10134064,2023-03-02
93,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,17,84,7,10109106,2023-03-02
94,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,74,38,9992326,2023-03-02
95,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,4,78,81,9944215,2023-03-02
96,spotify:track:2GAhgAjOhEmItWLfgisyOn,SZA,Low,Top Dawg Entertainment/RCA Records,29,88,12,9892822,2023-03-02
97,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,105,254,9683071,2023-03-02
98,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,2,102,41,9676072,2023-03-02
99,spotify:track:6dXiWwFrcGieqnoLYzPNp5,Mahalini,Sial,Hits records,71,71,3,9675406,2023-03-02
100,spotify:track:6Vn1vje8yMw2OY6IOk9dkH,"KAROL G, Maldy",GATÚBELA,UMLE - Latino,33,-1,17,9660067,2023-03-02
101,spotify:track:0NO2zL0kw8sGGnaMvHKAZF,"Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile",Marisola - Remix,Virgin Music Chile,72,107,10,9642783,2023-03-02
102,spotify:track:0T2pB7P1VdXPhLdQZ488uH,Feid,Normal,UMLE - Latino,57,98,30,9633379,2023-03-02
103,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,96,103,11,9615002,2023-03-02
104,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,43,94,61,9512829,2023-03-02
105,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,112,172,9512820,2023-03-02
106,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,76,91,84,9510822,2023-03-02
107,spotify:track:4VsP4Dm8gsibRxB5I2hEkw,Kaifi Khalil,Kahani Suno 2.0,1944121 Records DK,76,76,4,9508477,2023-03-02
108,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,72,86,27,9483200,2023-03-02
109,spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,Universal Republic Records,1,143,71,9481223,2023-03-02
110,spotify:track:4uqJelb9THHmJ3OCohg4ZJ,"AgroPlay, Ana Castela",Nosso Quadro,AgroPlay,110,142,2,9436641,2023-03-02
112,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,31,99,75,9390697,2023-03-02
113,spotify:track:0UbesRsX2TtiCeamOIVEkp,"Fuerza Regida, Natanael Cano",Ch y la Pizza,Rancho Humilde/Street Mob Records,108,108,6,9313335,2023-03-02
114,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"Taiu, Milo j",Rara Vez,Universal Music Argentina S.A.,114,-1,1,9285488,2023-03-02
115,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,95,19,9217578,2023-03-02
116,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,12,125,12,9117420,2023-03-02
117,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,98,109,27,9031094,2023-03-02
118,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,70,116,9,9015777,2023-03-02
119,spotify:track:6G12ZafqofSq7YtrMqUm76,"Shakira, Ozuna",Monotonía,Sony Music Latin,21,127,19,8970075,2023-03-02
120,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,56,115,115,8934877,2023-03-02
121,spotify:track:0Sfn2TYbpQtCGMBf6C0Y6T,"Quevedo, Myke Towers",PLAYA DEL INGLÉS,Quevedo,71,111,11,8893086,2023-03-02
122,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,1,121,72,8849903,2023-03-02
123,spotify:track:1418IuVKQPTYqt7QNJ9RXN,King,Maan Meri Jaan,Warner Music India,40,82,15,8782470,2023-03-02
124,spotify:track:11BKm0j4eYoCPPpCONAVwA,Lady Gaga,Bloody Mary,Interscope,31,92,14,8777489,2023-03-02
125,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,Grupo Frontera,No Se Va - En Vivo,Grupo Frontera,36,118,23,8775642,2023-03-02
126,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,Monkey Puzzle Records/RCA Records,96,126,55,8709714,2023-03-02
127,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Shivers,Atlantic Records UK,4,133,77,8685291,2023-03-02
128,spotify:track:6odrHMSLjP3aOXC4ipKUC6,Yng Lvcas,La Bebe,Yng Lvcas,128,159,3,8677738,2023-03-02
129,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,11,183,76,8657558,2023-03-02
130,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,129,317,8648353,2023-03-02
131,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,The Kid LAROI,Love Again,Columbia,25,81,5,8643511,2023-03-02
132,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,52,161,78,8629927,2023-03-02
133,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,108,139,39,8561719,2023-03-02
134,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,78,117,22,8545360,2023-03-02
135,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",113,136,64,8523404,2023-03-02
136,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,85,151,107,8457395,2023-03-02
137,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,PTKF,89,134,34,8440257,2023-03-02
138,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Interscope,51,135,91,8416646,2023-03-02
139,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,7,156,36,8384964,2023-03-02
140,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,66,155,82,8363750,2023-03-02
141,spotify:track:2yPoXCs7BSIUrucMdK5PzV,"Rihanna, JAY-Z",Umbrella,Def Jam Recordings,59,79,3,8361172,2023-03-02
142,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,111,123,31,8336153,2023-03-02
143,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,10,147,39,8330069,2023-03-02
144,spotify:track:0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,Shinunoga E-Wa,Universal Music LLC,66,131,26,8298166,2023-03-02
145,spotify:track:4H6o1bxKRGzmsE0vzo968m,"Yuridia, Ángela Aguilar",Qué Agonía,Sony Music México,128,144,11,8285733,2023-03-02
146,spotify:track:1N8TTK1Uoy7UvQNUazfUt5,ThxSoMch,SPIT IN MY FACE!,Elektra (NEK),67,96,16,8273456,2023-03-02
147,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,Rihanna,Diamonds,Def Jam Recordings,77,119,3,8249609,2023-03-02
148,spotify:track:5smr3wYPodiv8ogWy0DE6J,Treyce,Lovezinho,Wallace Kemps,148,167,2,8231957,2023-03-02
149,spotify:track:5oO3drDxtziYU2H1X23ZIp,Rihanna,Love On The Brain,Roc Nation / Rihanna,68,93,32,8176804,2023-03-02
150,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,7,148,37,8162900,2023-03-02
151,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,Polydor Records,94,153,29,8155506,2023-03-02
152,spotify:track:31i56LZnwE6uSu3exoHjtB,Bad Bunny,Neverita,Rimas Entertainment LLC,15,140,43,8140895,2023-03-02
153,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,101,169,98,8130625,2023-03-02
154,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,82,130,29,8129364,2023-03-02
155,spotify:track:4woTEX1wYOTGDqNXuavlRC,"Eminem, Dina Rae",Superman,Aftermath,108,149,22,8102535,2023-03-02
156,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,57,145,25,8070256,2023-03-02
157,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,157,276,8069701,2023-03-02
158,spotify:track:1aUq8rjW1EwkAkMri4VfJy,"Rauw Alejandro, Lyanno, Brray",LOKERA,Sony Music Latin/Duars Entertainment,38,132,29,8058092,2023-03-02
159,spotify:track:0Iozrbed8spxoBnmtBMshO,Quevedo,WANDA,Quevedo,141,141,5,8052441,2023-03-02
160,spotify:track:5q86iSKkBtOoNkdgEDY5WV,Quevedo,VISTA AL MAR,Quevedo,45,138,25,8017556,2023-03-02
161,spotify:track:46HNZY1i7O6jwTA7Slo2PI,"Coldplay, BTS",My Universe,Parlophone UK,3,171,68,7989163,2023-03-02
162,spotify:track:5jt25aFjW2kNoBqaEVaz5W,"Mora, Feid",LA INOCENTE,Rimas Entertainment LLC,74,150,32,7966161,2023-03-02
163,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,Nice Life/Atlantic,9,146,42,7942910,2023-03-02
164,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,164,-1,1,7902880,2023-03-02
165,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,17,180,106,7888025,2023-03-02
166,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",89,192,15,7864673,2023-03-02
167,spotify:track:7EAMXbLcL0qXmciM5SwMh2,Mac DeMarco,Heart To Heart,Mac’s Record Label,112,173,7,7859310,2023-03-02
168,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,61,170,12,7858261,2023-03-02
169,spotify:track:3BnDvpeuGOj21Ir2aVEtQo,Rema,Calm Down,Mavin Records/Jonzing World,73,174,34,7844008,2023-03-02
170,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,104,184,67,7842193,2023-03-02
171,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,21,163,73,7840596,2023-03-02
172,spotify:track:7DbdUf8aHSYoliSjO6LZv6,Beach Weather,"Sex, Drugs, Etc.",8123 / Arista Records,58,166,29,7810043,2023-03-02
173,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,189,223,7798678,2023-03-02
174,spotify:track:6OzUIp8KjuwxJnCWkXp1uL,"Wisin & Yandel, ROSALÍA",Besos Moja2,Sony Music Latin,64,185,22,7783190,2023-03-02
175,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,98,175,76,7782602,2023-03-02
176,spotify:track:3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,3,178,70,7777103,2023-03-02
177,spotify:track:7eTv2OTr3aY5iKtFdBusoA,KAROL G,BESTIES,UMLE - Latino,177,-1,1,7758914,2023-03-02
178,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",Aftermath,44,176,112,7753594,2023-03-02
179,spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Rimas Entertainment LLC,2,168,43,7743081,2023-03-02
180,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,63,193,52,7704714,2023-03-02
181,spotify:track:2wSTnntOPRi7aQneobFtU4,SZA,Shirt,Top Dawg Entertainment/RCA Records,21,186,18,7648124,2023-03-02
182,spotify:track:1Fuc3pBiPFxAeSJoO8tDh5,"El Chachito, Junior H",En Paris,Rancho Humilde,182,-1,2,7639404,2023-03-02
183,spotify:track:4bycD60yZgR6anIBtmU8UH,"KAROL G, Carla Morrison",MAÑANA SERÁ BONITO,UMLE - Latino,183,-1,1,7638061,2023-03-02
184,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,181,306,7610346,2023-03-02
