rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
33,spotify:track:2sXf2JdbB2GlNju00kw9WE,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,Aftermath Entertainment/Atlantic,33,-1,1,12821219,2021-08-05
34,spotify:track:1058fW9H3fZA6QjYCdOBad,Camila Cabello,Don't Go Yet,Epic,32,32,2,12567165,2021-08-05
35,spotify:track:4t2OeILB07eMGTXSUbMPEu,Billie Eilish,Oxytocin,Darkroom/Interscope Records,35,-1,1,12475141,2021-08-05
36,spotify:track:27RSJHEA99Y0Vsow7nA37A,"Sech, Jhayco",911 (Remix),Rich Music,36,39,4,12334166,2021-08-05
37,spotify:track:6w8yBI2vthyN9UnwO4UBWb,"Tiago PZK, LIT killah",Entre Nosotros,WM Chile,37,48,4,12309965,2021-08-05
38,spotify:track:4HOryCnbme0zBnF8LWij3f,Billie Eilish,Getting Older,Darkroom/Interscope Records,38,-1,1,12138476,2021-08-05
39,spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,UMLE - Latino,10,34,16,12022007,2021-08-05
40,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,Olivia Rodrigo PS,11,33,11,11784641,2021-08-05
41,spotify:track:2vmfvSoZBFAt9hhRoEByLi,"Aventura, Bad Bunny",Volví,Rimas Entertainment LLC,41,-1,1,11522584,2021-08-05
42,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,35,90,11509651,2021-08-05
43,spotify:track:2KnuaZYoGzDoHiBTNYOTXG,Billie Eilish,Billie Bossa Nova,Darkroom/Interscope Records,43,-1,1,11487192,2021-08-05
44,spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,Sony Music Latin,41,41,14,11326977,2021-08-05
45,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhayco",DÁKITI,Rimas Entertainment LLC,1,40,40,11176443,2021-08-05
46,spotify:track:40uMIn2zJLAQhNXghRjBed,Post Malone,Motley Crew,Republic Records,18,28,4,11126411,2021-08-05
47,spotify:track:18vXApRmJSgQ6wG2ll9AOg,Polo G,RAPSTAR,Columbia,3,37,17,11119004,2021-08-05
48,spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",Olivia Rodrigo PS,17,42,11,10994597,2021-08-05
49,spotify:track:7bcy34fBT2ap1L4bfPsl9q,Billie Eilish,I Didn't Change My Number,Darkroom/Interscope Records,49,-1,1,10986947,2021-08-05
50,spotify:track:4191RXFPa7Ge9XkA4cWlna,Billie Eilish,Lost Cause,Darkroom/Interscope Records,15,-1,8,10884420,2021-08-05
51,spotify:track:1WedZeiezCmCEOzLwhx0hV,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,Universal Music Latino,33,43,7,10524090,2021-08-05
52,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,52,97,4,10518157,2021-08-05
53,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,2,44,50,10387649,2021-08-05
54,spotify:track:4OwhwvKESFtuu06dTgct7i,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,WEA Latina,52,52,5,10199938,2021-08-05
55,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,2055,Winners Circle/RCA Records,55,72,3,10145294,2021-08-05
56,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,Maluma,Sobrio,Sony Music Latin,56,69,4,10025665,2021-08-05
57,spotify:track:0k4d5YPDr1r7FX77VdqWez,"Doja Cat, The Weeknd",You Right,Kemosabe Records/RCA Records,15,38,6,9938526,2021-08-05
58,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,9,45,40,9898924,2021-08-05
59,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,"24kGoldn, iann dior",Mood (feat. iann dior),Records/Columbia,1,47,52,9836504,2021-08-05
60,spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,"Galantis, David Guetta, Little Mix",Heartbreak Anthem (with David Guetta & Little Mix),Big Beat Records,46,46,11,9669387,2021-08-05
61,spotify:track:6OufwUcCqo81guU2jAlDVP,Shouse,Love Tonight (Edit),Hell Beach Catalog,61,75,5,9481317,2021-08-05
62,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,56,56,14,9288214,2021-08-05
63,spotify:track:3YUMWmx8EJq0DurfuIwoGh,Billie Eilish,my future,Darkroom/Interscope Records,5,-1,13,9275225,2021-08-05
65,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,52,55,10,9217396,2021-08-05
66,spotify:track:43qcs9NpJhDxtG91zxFkj7,"Wisin, Jhayco, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,La Base Music Group/ WK Records,29,49,7,9104406,2021-08-05
67,spotify:track:5XsAal7ZcWg1I5T4NcRjkv,Billie Eilish,Halley's Comet,Darkroom/Interscope Records,67,-1,1,9100569,2021-08-05
68,spotify:track:042Sl6Mn83JHyLEqdK7uI0,Billie Eilish,Your Power,Darkroom/Interscope Records,4,-1,11,8957676,2021-08-05
69,spotify:track:1JXBNvlDEl2epKSJ9EOgKX,"The Kid LAROI, Polo G, Stunna Gambino",NOT SOBER (feat. Polo G & Stunna Gambino),Columbia,36,36,2,8927953,2021-08-05
70,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,"Majestic, Boney M.",Rasputin,NITRON music,40,54,15,8910911,2021-08-05
71,spotify:track:20R4HfKloPKgXDqU7UKk3x,Billie Eilish,Therefore I Am,Darkroom/Interscope Records,2,-1,32,8834365,2021-08-05
72,spotify:track:6PDlkWmrq2ZKiUuFt2aQsH,"Justin Quiles, Chimbala, Zion & Lennox",Loco,WEA Latina,72,74,9,8768480,2021-08-05
73,spotify:track:2UbVnbE5FH6008mAm6Mmgw,OneRepublic,Run,Mosley Music/Interscope Records,56,60,13,8703242,2021-08-05
74,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,2,66,92,8595140,2021-08-05
75,spotify:track:0FfqyjhB6Kspvit1oOo7ax,Billie Eilish,GOLDWING,Darkroom/Interscope Records,75,-1,1,8589283,2021-08-05
76,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,64,35,8562774,2021-08-05
77,spotify:track:5YaskwnGDZFDRipaqzbwQx,"ATB, Topic, A7S",Your Love (9PM),Virgin,26,62,27,8551411,2021-08-05
78,spotify:track:5zFglKYiknIxks8geR8rcL,"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),Interscope Records*,34,59,22,8514523,2021-08-05
79,spotify:track:1J14CdDAvBTE1AJYUOwl6C,Duncan Laurence,Arcade,"Universal Music, a division of Universal International Music BV",23,90,30,8506931,2021-08-05
80,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,João Gomes,Meu Pedaço de Pecado,JG Shows,57,57,6,8494777,2021-08-05
81,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,Epic/Not So Fast,8,65,25,8483046,2021-08-05
82,spotify:track:7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Warner Records,20,50,12,8471960,2021-08-05
83,spotify:track:03LfOYi0icz4souspZVVhq,"Bizarrap, Nicky Jam","Nicky Jam: Bzrp Music Sessions, Vol. 41",DALE PLAY Records,19,51,5,8468107,2021-08-05
84,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,4,70,135,8446686,2021-08-05
85,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,35,68,49,8404074,2021-08-05
86,spotify:track:0PwFN7vRvY80Hnkoew2x3f,"Rauw Alejandro, Mr. Naisgai",2/Catorce,Sony Music Latin/Duars Entertainment,31,58,13,8374598,2021-08-05
87,spotify:track:4ak9GGe6afmi2HbxEjvhIC,Billie Eilish,Male Fantasy,Darkroom/Interscope Records,87,-1,1,8225238,2021-08-05
88,spotify:track:5zNW5ARjYhJQJz1AChP33n,Megan Thee Stallion,Thot Shit,300 Entertainment,46,61,8,8164009,2021-08-05
89,spotify:track:6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,brutal,Olivia Rodrigo PS,9,63,11,8136282,2021-08-05
90,spotify:track:63aj87TQG6F3RVO5nbG2VQ,"J Balvin, Skrillex",In Da Getto,"Sueños Globales, LLC",90,96,5,7647559,2021-08-05
91,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,Trinidad Cardona,Dinero,Run It Up Records/Island,33,67,8,7572727,2021-08-05
92,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,EMI / Interscope,2,77,24,7524887,2021-08-05
93,spotify:track:2FSGUA0gFgGeQdprjtGM2M,"KAROL G, Mariah Angeliq",EL MAKINON,UMLE - Latino,33,73,19,7510612,2021-08-05
94,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,Dua Lipa,Love Again,Warner Records,76,84,4,7505038,2021-08-05
95,spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),OVO,6,82,22,7472828,2021-08-05
96,spotify:track:2N8m6CYs74qQO4mjVcXO30,Tones And I,Dance Monkey,Elektra (NEK),1,80,107,7451994,2021-08-05
97,spotify:track:39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Levitating,Warner Records,52,101,20,7433426,2021-08-05
98,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,"Gera MX, Christian Nodal",Botella Tras Botella,Virgin Music México,9,78,15,7429049,2021-08-05
99,spotify:track:42ahuAFlYGjIGBpVdHcLij,"Bizarrap, Duki, Nicki Nicole",YaMeFui,DALE PLAY Records,99,-1,1,7385387,2021-08-05
100,spotify:track:2CVChktEKBsM6v4IfdFU5k,dhruv,double take,Little Worry/RCA Records,100,113,4,7363816,2021-08-05
101,spotify:track:3yaYgjEFkRw3PVjW9mV1TO,"Smiley, Drake",Over The Top (feat. Drake),OVO Sound,71,71,2,7352484,2021-08-05
102,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhayco",Fiel,La Base Music Group/ WK Records,7,79,25,7301472,2021-08-05
103,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,Columbia,7,81,35,7268130,2021-08-05
104,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack / Epic,32,85,29,7247216,2021-08-05
105,spotify:track:59L8x0xy8njj75vzVCPMqg,"Becky G, El Alfa",FULANITO,Kemosabe Records/RCA Records,105,109,4,7186124,2021-08-05
106,spotify:track:5uSG6fUPRaehaV820zcpsK,Billie Eilish,OverHeated,Darkroom/Interscope Records,106,-1,1,7162393,2021-08-05
107,spotify:track:0siYMEsGrzzzlWLXK5zJfS,"Joel Corry, RAYE, David Guetta",BED,Perfect Havoc / Asylum Records,42,87,21,7127524,2021-08-05
108,spotify:track:7MC4XR9M9amdmKQr2iDF7i,"Justin Wellington, Small Jam",Iko Iko (My Bestie),RCA Records Label,78,88,9,7122245,2021-08-05
109,spotify:track:6cx06DFPPHchuUAcTxznu9,"Joel Corry, MNEK",Head & Heart (feat. MNEK),Atlantic Records UK,11,86,56,7111419,2021-08-05
110,spotify:track:776AftMmFFAWUIEAb3lHhw,Måneskin,ZITTI E BUONI,RCA Records Label,12,76,12,7094674,2021-08-05
111,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,1,92,41,7068411,2021-08-05
112,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,1,93,101,7015454,2021-08-05
113,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,111,172,6910530,2021-08-05
114,spotify:track:0Kdj7nwaYQmvhxnqZaIQuW,Bo Burnham,Bezos I,Bo Burnham,83,83,3,6847758,2021-08-05
115,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,Vertigo Berlin,19,100,89,6828609,2021-08-05
116,spotify:track:5jhBwnqzNNrENXnYrAdoCe,Billie Eilish,Everybody Dies,Darkroom/Interscope Records,116,-1,1,6805256,2021-08-05
117,spotify:track:5jzEwSyyymBlf1fa1o39T2,"Mora, Jhayco",512,Rimas Entertainment LLC,55,91,14,6595705,2021-08-05
118,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,104,235,6581250,2021-08-05
119,spotify:track:161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,Elektra (NEK),45,106,20,6581145,2021-08-05
120,spotify:track:4T2zre0jqstNJ5Gt0WG9lz,Billie Eilish,Not My Responsibility,Darkroom/Interscope Records,120,-1,1,6570289,2021-08-05
121,spotify:track:7COGuXyTr12KvdaYXMqheC,"BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",DALE PLAY Records,103,103,6,6533859,2021-08-05
122,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money Records/ TenThousand Projects,2,105,51,6479309,2021-08-05
123,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,112,146,6436128,2021-08-05
124,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,Kemosabe Records/RCA Records,9,114,30,6415153,2021-08-05
125,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,117,236,6410789,2021-08-05
126,spotify:track:0zLCBJZSiELJf02ucPP9wb,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,3,107,86,6378887,2021-08-05
127,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,120,229,6342718,2021-08-05
128,spotify:track:3PwRuzdphgedcWVUOVYJ7I,Rauw Alejandro,Cúrame,Sony Music Latin/Duars Entertainment,128,184,2,6296497,2021-08-05
129,spotify:track:1nahzW3kfMuwReTka28tH5,Justin Bieber,Hold On,RBMG/Def Jam,5,119,22,6293562,2021-08-05
130,spotify:track:2aTKrdenCq5qBOoJPFdn4P,Jamie Miller,Here's Your Perfect,Atlantic Records,130,135,5,6220680,2021-08-05
131,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,12,124,54,6215196,2021-08-05
132,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,13,125,56,6194166,2021-08-05
133,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,1,118,111,6158430,2021-08-05
134,spotify:track:5u7twkeask1VIyDeNTElSU,Sech,Sal y Perrea,Rich Music,59,108,12,6113016,2021-08-05
135,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,Rimas Entertainment LLC,2,122,36,6100624,2021-08-05
136,spotify:track:1f3yAtsJtY87CTmM8RLnxf,Nirvana,Smells Like Teen Spirit,Geffen,128,128,31,6099127,2021-08-05
137,spotify:track:4DHDIdeayp8xvlyg22wREO,"NATTI NATASHA, Becky G",Ram Pam Pam,Sony Music Latin,75,95,11,6066966,2021-08-05
138,spotify:track:5ajjAnNRh8bxFvaVHzpPjh,Madison Beer,Reckless,Epic/Sing It Loud,85,102,6,6041671,2021-08-05
139,spotify:track:4PQdrXMDHDPl1RczrrlADd,Luan Santana,MORENA,Sony Music Entertainment,116,116,4,6037461,2021-08-05
140,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,1,123,68,6012495,2021-08-05
141,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Nights,Universal Music AB,44,126,21,5983463,2021-08-05
142,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,122,127,38,5982164,2021-08-05
143,spotify:track:5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Daddy Issues,Columbia,99,130,43,5913382,2021-08-05
144,spotify:track:4cktbXiXOapiLBMprHFErI,Maroon 5,Memories,Interscope Records*,2,133,98,5854034,2021-08-05
145,spotify:track:2KcNrONbZ0hvBPjvrDO2tx,Myke Towers,ALMAS GEMELAS,WEA Latina,145,-1,1,5753207,2021-08-05
146,spotify:track:1GYJpuLq41vEVKXiHGEY9j,"Emilia, Duki",como si no importara,Sony Music Latin,146,153,2,5751749,2021-08-05
147,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,108,136,43,5743227,2021-08-05
148,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,1,165,123,5741494,2021-08-05
149,spotify:track:2BITQ360Knh6qNAOqR7Dyq,"Trippie Redd, Playboi Carti",Miss The Rage (feat. Playboi Carti),1400 Entertainment / 10K Projects,19,132,13,5734916,2021-08-05
150,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Epic/Grand Hustle,13,145,208,5711930,2021-08-05
151,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,EMI,11,142,151,5705763,2021-08-05
152,spotify:track:3Iba59sFmGhQ4kbCY5L8AX,Tom Grennan,Little Bit of Love,Insanity Records,110,137,14,5697339,2021-08-05
153,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,76,134,17,5688920,2021-08-05
154,spotify:track:0FqVtQxRD3HsPltldG5v5M,João Gomes,Aquelas Coisas,JG Shows,131,131,4,5681631,2021-08-05
155,spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,Sony Music Latin,2,140,53,5675569,2021-08-05
156,spotify:track:08EPQiLMyGB8GJX2EiVoCM,"RAF Camora, Bonez MC",Blaues Licht,Indipendenza,94,94,2,5667037,2021-08-05
157,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,148,149,5662652,2021-08-05
158,spotify:track:7xLYLM5K6S1TwiSdfuhZQg,"Gera MX, Rels B",Se Me Olvidó,Gerardo Daniel Torres Montante,158,-1,1,5655126,2021-08-05
159,spotify:track:5JKnYZOhSP7rOK0jPYcCjV,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,"MSFTSMusic / Roc Nation Records, LLC",60,98,9,5628338,2021-08-05
160,spotify:track:7CIERzyqIwLVKGp00YbHRO,PinkPantheress,Pain,Parlophone UK,160,-1,1,5593255,2021-08-05
161,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,Olivia Rodrigo,enough for you,Olivia Rodrigo PS,11,129,11,5592925,2021-08-05
162,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,121,152,33,5585008,2021-08-05
163,spotify:track:74znaWw1hmQBusGPSOuTFy,"MYA, TINI, Duki",2:50 Remix,Columbia,80,121,6,5581728,2021-08-05
164,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,147,151,25,5576641,2021-08-05
165,spotify:track:6ft4hAq6yde8jPZY2i5zLr,"MEDUZA, Dermot Kennedy",Paradise (feat. Dermot Kennedy),Universal-Island Records Ltd.,25,144,40,5539075,2021-08-05
166,spotify:track:5SwyN9hzmWjBsINlif8li8,Gusttavo Lima,Ficha Limpa,Sony Music Entertainment,138,138,5,5482955,2021-08-05
167,spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,Universal Music AB,13,155,48,5472294,2021-08-05
168,spotify:track:5F2xRvRFkxDvqdFtUNAEyw,"João Gomes, Vitor Fernandes",Se For Amor,JG Shows,154,154,2,5428576,2021-08-05
169,spotify:track:1dIWPXMX4kRHj6Dt2DStUQ,"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),Red Bull Records Inc. / Evgle LLC,169,194,2,5420177,2021-08-05
170,spotify:track:3ZozFqJJlDBNIm4xqxn2ZD,Walker Hayes,Fancy Like,Monument Records,170,183,2,5409573,2021-08-05
171,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,173,238,5398295,2021-08-05
172,spotify:track:2pPO9YecZimmuVQfIzfV6U,"Ofenbach, Lagique",Wasted Love (feat. Lagique),Elektra France,90,146,19,5379978,2021-08-05
173,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,Republic Records,5,164,40,5355064,2021-08-05
174,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,3,162,169,5352433,2021-08-05
175,spotify:track:7nc7mlSdWYeFom84zZ8Wr8,"Cochise, $NOT",Tell Em,Columbia,110,149,10,5350941,2021-08-05
176,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,"Myke Towers, Juhn",Bandido,White World Music,5,143,33,5311713,2021-08-05
177,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,20,172,45,5292906,2021-08-05
178,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,148,170,60,5289813,2021-08-05
179,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,1,169,52,5288291,2021-08-05
180,spotify:track:3J8EOeKLTLXORtWPpOU5bE,"Lil Tjay, 6LACK",Calling My Phone,Columbia,4,163,25,5266691,2021-08-05
